t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1681430700.5429716, 0, -0.002231426, 1.147635e-05, 0.002246051, 180.0796, 0, 0, 0, 0.0, +4.067468E-05, -1.186521E-09
1681430705.270106, 0, -0.002260672, -3.140275e-06, 0.002260674, 180.0796, 0, 0, 0, 1.0, +1.000052E+00, +7.316620E-11
1681430709.9701395, 0, -0.002246049, -3.140275e-06, 0.002260701, 180.0796, 0, 0, 0, 2.0, +1.999992E+00, -3.750171E-10
1681430714.646051, 0, -0.002246049, 1.147635e-05, 0.002260674, 180.0801, 0, 0, 0, 3.0, +3.000481E+00, -1.781616E-10
1681430719.3172197, 0, -0.002246049, -3.140275e-06, 0.002260674, 179.7072, 0, 0, 0, 4.0, +3.999676E+00, +8.800931E-11
1681430724.0121238, 0, -0.002260672, -3.140275e-06, 0.002260701, 180.0801, 0, 0, 0, 5.0, +5.000625E+00, +2.008980E-10
1681430728.7030976, 0, -0.002260672, -1.77569e-05, 0.002260701, 180.0796, 0, 0, 0, 6.0, +6.000206E+00, +5.975234E-10
1681430733.4337766, 0, -0.002260672, 2.609297e-05, 0.002260701, 180.0801, 0, 0, 0, 7.0, +6.999875E+00, +1.115317E-09
1681430738.1306324, 0, -0.002260672, -3.140275e-06, 0.002246051, 179.3387, 0, 0, 0, 8.0, +8.000852E+00, +1.088610E-09
1681430742.8306541, 0, -0.002260672, -3.140275e-06, 0.002260701, 180.0796, 0, 0, 0, 9.0, +9.000006E+00, +1.661486E-09
1681430747.5415277, 0, -0.002260672, -3.140275e-06, 0.002260742, 179.711, 0, 0, 0, 10.0, +1.000065E+01, +1.182868E-09
1681430752.2289498, 0, -0.002246049, 1.147635e-05, 0.002260742, 180.0796, 0, 0, 0, 11.0, +1.100083E+01, +2.095824E-09
1681430756.916819, 0, -0.002275295, 1.147635e-05, 0.002260674, 179.7072, 0, 0, 0, 12.0, +1.199987E+01, +2.387788E-09
1681430761.6173952, 0, -0.002275295, -3.140275e-06, 0.002246078, 179.7091, 0, 0, 0, 13.0, +1.300077E+01, +2.472506E-09
1681430766.3193843, 0, -0.002260672, -3.140275e-06, 0.002260674, 179.7091, 0, 0, 0, 14.0, +1.400051E+01, +2.884025E-09
1681430771.0468233, 0, -0.002260672, -1.77569e-05, 0.002260674, 180.0791, 0, 0, 0, 15.0, +1.499988E+01, +2.952940E-09
1681430775.7462082, 0, -0.002275295, -1.77569e-05, 0.002260674, 180.0796, 0, 0, 0, 16.0, +1.600071E+01, +3.314679E-09
1681430780.434378, 0, -0.002275295, -3.140275e-06, 0.002260674, 180.0796, 0, 0, 0, 17.0, +1.699987E+01, +3.525511E-09
1681430785.1343656, 0, -0.002260672, -3.140275e-06, 0.002275297, 180.0796, 0, 0, 0, 18.0, +1.800026E+01, +3.019482E-09
1681430789.8374074, 0, -0.002260672, 1.147635e-05, 0.002260701, 180.0791, 0, 0, 0, 19.0, +1.900061E+01, +3.662685E-09
1681430794.5391083, 0, -0.002260672, 1.147635e-05, 0.002260674, 180.0791, 0, 0, 0, 20.0, +1.999973E+01, +4.101264E-09
1681430799.239066, 0, -0.002275295, -3.140275e-06, 0.002275324, 180.0791, 0, 0, 0, 21.0, +2.100058E+01, +4.507583E-09
1681430803.933729, 0, -0.002275295, -3.140275e-06, 0.002260674, 179.7091, 0, 0, 0, 22.0, +2.200421E+01, +4.598154E-09
1681430808.6433804, 0, -0.002275295, -1.77569e-05, 0.002260674, 179.711, 0, 0, 0, 23.0, +2.300213E+01, +4.971354E-09
1681430813.3474846, 0, -0.002275295, -3.140275e-06, 0.002275324, 180.0796, 0, 0, 0, 24.0, +2.400360E+01, +5.199808E-09
1681430818.0533638, 0, -0.002260672, 2.609297e-05, 0.002275297, 180.0791, 0, 0, 0, 25.0, +2.500481E+01, +5.308401E-09
1681430822.7938418, 0, -0.002275295, -3.140275e-06, 0.002260674, 179.3387, 0, 0, 0, 26.0, +2.600614E+01, +5.586840E-09
1681430827.5026796, 0, -0.002275295, 1.147635e-05, 0.002260674, 179.711, 0, 0, 0, 27.0, +2.700686E+01, +5.529841E-09
1681430832.1858633, 0, -0.002260672, -3.140275e-06, 0.002275324, 180.0786, 0, 0, 0, 28.0, +2.800667E+01, +6.208034E-09
1681430836.8773851, 0, -0.002260672, 1.147635e-05, 0.002275297, 179.7091, 0, 0, 0, 29.0, +2.900322E+01, +6.213487E-09
1681430841.5623896, 0, -0.002275295, 1.147635e-05, 0.002275324, 180.0796, 0, 0, 0, 30.0, +3.000338E+01, +6.641719E-09
1681430846.2691462, 0, -0.002275295, 1.147635e-05, 0.002260674, 179.711, 0, 0, 0, 31.0, +3.100340E+01, +6.912029E-09
1681430851.014376, 0, -0.002289918, 1.147635e-05, 0.002275324, 180.0791, 0, 0, 0, 32.0, +3.200323E+01, +7.157950E-09
1681430855.7343638, 0, -0.002275295, 1.147635e-05, 0.002260674, 179.711, 0, 0, 0, 33.0, +3.300216E+01, +7.355603E-09
1681430860.4533782, 0, -0.002275295, 2.609297e-05, 0.002289987, 180.0796, 0, 0, 0, 34.0, +3.400224E+01, +7.933731E-09
1681430865.1649888, 0, -0.002289918, -3.140275e-06, 0.002289947, 180.0791, 0, 0, 0, 35.0, +3.499903E+01, +7.614702E-09
1681430869.848363, 0, -0.002289918, 1.147635e-05, 0.002275297, 180.0791, 0, 0, 0, 36.0, +3.599898E+01, +8.504490E-09
1681430874.5674038, 0, -0.002275295, 1.147635e-05, 0.002275324, 180.0791, 0, 0, 0, 37.0, +3.699900E+01, +8.644844E-09
1681430879.3080697, 0, -0.002275295, -3.140275e-06, 0.002275297, 179.3429, 0, 0, 0, 38.0, +3.799874E+01, +8.474291E-09
1681430884.0460405, 0, -0.002275295, -1.77569e-05, 0.002275297, 179.7128, 0, 0, 0, 39.0, +3.899873E+01, +8.708353E-09
1681430888.7476964, 0, -0.002275295, 1.147635e-05, 0.002289947, 180.0791, 0, 0, 0, 40.0, +3.999889E+01, +8.816293E-09
1681430893.4638536, 0, -0.002289918, 1.147635e-05, 0.00228992, 180.0786, 0, 0, 0, 41.0, +4.099693E+01, +9.394114E-09
1681430898.17839, 0, -0.002289918, -3.140275e-06, 0.002275297, 179.711, 0, 0, 0, 42.0, +4.199834E+01, +1.013400E-08
1681430902.8943634, 0, -0.002304541, -1.77569e-05, 0.002275324, 180.0786, 0, 0, 0, 43.0, +4.299965E+01, +1.055688E-08
1681430907.6209505, 0, -0.002289918, 1.147635e-05, 0.00228992, 180.0791, 0, 0, 0, 44.0, +4.400137E+01, +1.003252E-08
1681430912.3213472, 0, -0.002275295, 2.609297e-05, 0.002289947, 179.7128, 0, 0, 0, 45.0, +4.500257E+01, +1.041233E-08
1681430917.0236106, 0, -0.002289918, -3.140275e-06, 0.002289947, 179.7128, 0, 0, 0, 46.0, +4.600389E+01, +1.064255E-08
1681430921.727975, 0, -0.002289918, -3.140275e-06, 0.00228992, 180.0786, 0, 0, 0, 47.0, +4.700119E+01, +1.162897E-08
1681430926.399064, 0, -0.002289918, 1.147635e-05, 0.002275324, 180.0791, 0, 0, 0, 48.0, +4.800271E+01, +1.129167E-08
1681430931.0870252, 0, -0.002304541, -3.140275e-06, 0.00228992, 180.0781, 0, 0, 0, 49.0, +4.900370E+01, +1.233735E-08
1681430935.80336, 0, -0.002289918, 1.147635e-05, 0.002304689, 180.0781, 0, 0, 0, 50.0, +5.000528E+01, +1.211102E-08
1681430940.509339, 0, -0.002304541, -3.140275e-06, 0.00230457, 180.0786, 0, 0, 0, 51.0, +5.100629E+01, +1.299054E-08
1681430945.2324126, 0, -0.002304541, 1.147635e-05, 0.002290067, 180.0791, 0, 0, 0, 52.0, +5.200784E+01, +1.318735E-08
1681430949.9500535, 0, -0.002289918, 1.147635e-05, 0.00228992, 179.7147, 0, 0, 0, 53.0, +5.300600E+01, +1.294006E-08
1681430954.6789212, 0, -0.002289918, 1.147635e-05, 0.00228992, 180.0781, 0, 0, 0, 54.0, +5.400638E+01, +1.401983E-08
1681430959.408354, 0, -0.002289918, -3.140275e-06, 0.00228992, 179.7128, 0, 0, 0, 55.0, +5.500613E+01, +1.412657E-08
1681430964.135814, 0, -0.002275295, -3.140275e-06, 0.00228992, 180.4415, 0, 0, 0, 56.0, +5.600589E+01, +1.465187E-08
1681430968.8467343, 0, -0.002304541, 1.147635e-05, 0.002304544, 179.7128, 0, 0, 0, 57.0, +5.700595E+01, +1.494662E-08
1681430973.5438359, 0, -0.002304541, 1.147635e-05, 0.00228992, 180.4443, 0, 0, 0, 58.0, +5.800612E+01, +1.450849E-08
1681430978.256683, 0, -0.002304541, -3.140275e-06, 0.002304544, 180.0781, 0, 0, 0, 59.0, +5.900254E+01, +1.532466E-08
1681430982.9372156, 0, -0.002304541, 1.147635e-05, 0.002290067, 180.0781, 0, 0, 0, 60.0, +6.000153E+01, +1.591713E-08
1681430987.649204, 0, -0.002304541, -3.140275e-06, 0.00228992, 179.7147, 0, 0, 0, 61.0, +6.100147E+01, +1.557204E-08
1681430992.3367217, 0, -0.002304541, 1.147635e-05, 0.00230457, 180.0786, 0, 0, 0, 62.0, +6.200129E+01, +1.616723E-08
1681430997.0522501, 0, -0.002304541, 1.147635e-05, 0.002304544, 180.0781, 0, 0, 0, 63.0, +6.300116E+01, +1.635988E-08
1681431001.7203786, 0, -0.002304541, 1.147635e-05, 0.00228992, 179.7164, 0, 0, 0, 64.0, +6.400120E+01, +1.705419E-08
1681431006.4417841, 0, -0.002304541, -3.140275e-06, 0.002304544, 180.0781, 0, 0, 0, 65.0, +6.499778E+01, +1.707626E-08
1681431011.1580598, 0, -0.002289918, 1.147635e-05, 0.002289987, 179.7147, 0, 0, 0, 66.0, +6.599766E+01, +1.741229E-08
1681431015.8540108, 0, -0.002319165, 1.147635e-05, 0.00230457, 180.0786, 0, 0, 0, 67.0, +6.699783E+01, +1.769795E-08
1681431020.595984, 0, -0.002304541, -3.140275e-06, 0.002319233, 180.0781, 0, 0, 0, 68.0, +6.799927E+01, +1.860878E-08
1681431025.3206184, 0, -0.002304541, 1.147635e-05, 0.002304544, 180.0786, 0, 0, 0, 69.0, +6.900055E+01, +1.897426E-08
1681431030.0416367, 0, -0.002304541, 1.147635e-05, 0.00230457, 179.7147, 0, 0, 0, 70.0, +7.000178E+01, +1.950170E-08
1681431034.7792265, 0, -0.002304541, -3.140275e-06, 0.002333816, 179.7147, 0, 0, 0, 71.0, +7.100009E+01, +1.929742E-08
1681431039.4941423, 0, -0.002304541, 1.147635e-05, 0.002319311, 180.0781, 0, 0, 0, 72.0, +7.200122E+01, +2.032674E-08
1681431044.1958282, 0, -0.002304541, 2.609297e-05, 0.002304544, 180.0781, 0, 0, 0, 73.0, +7.300260E+01, +2.067704E-08
1681431048.927403, 0, -0.002304541, 1.147635e-05, 0.00230457, 179.7164, 0, 0, 0, 74.0, +7.400336E+01, +2.084303E-08
1681431053.6243644, 0, -0.002319165, -3.140275e-06, 0.002319167, 179.7147, 0, 0, 0, 75.0, +7.500489E+01, +2.125612E-08
1681431058.350695, 0, -0.002319165, 2.609297e-05, 0.00230457, 179.7147, 0, 0, 0, 76.0, +7.600623E+01, +2.123189E-08
1681431063.057047, 0, -0.002304541, -3.140275e-06, 0.00230457, 179.7147, 0, 0, 0, 77.0, +7.700434E+01, +2.156989E-08
1681431067.7573755, 0, -0.002319165, 1.147635e-05, 0.00230457, 180.0781, 0, 0, 0, 78.0, +7.800555E+01, +2.237970E-08
1681431072.4494238, 0, -0.002304541, -3.140275e-06, 0.002319311, 179.3513, 0, 0, 0, 79.0, +7.900700E+01, +2.270070E-08
1681431077.1633477, 0, -0.002319165, 1.147635e-05, 0.002304544, 180.0781, 0, 0, 0, 80.0, +8.000813E+01, +2.310948E-08
1681431081.894832, 0, -0.002319165, 1.147635e-05, 0.002319167, 179.7164, 0, 0, 0, 81.0, +8.100875E+01, +2.317336E-08
1681431086.5778081, 0, -0.002319165, 1.147635e-05, 0.00230457, 179.7147, 0, 0, 0, 82.0, +8.200855E+01, +2.355361E-08
1681431091.2953758, 0, -0.002304541, 2.609297e-05, 0.002319167, 179.3513, 0, 0, 0, 83.0, +8.300525E+01, +2.387432E-08
1681431095.994372, 0, -0.002304541, 1.147635e-05, 0.002304544, 179.7147, 0, 0, 0, 84.0, +8.400506E+01, +2.508897E-08
1681431100.7143707, 0, -0.002319165, 1.147635e-05, 0.002304544, 180.0776, 0, 0, 0, 85.0, +8.500492E+01, +2.541588E-08
